region_id,dimension,goal,score
34,pressures,AO,55.9
35,pressures,AO,31.9
36,pressures,AO,31.9
37,pressures,AO,35.3
38,pressures,AO,35.3
39,pressures,AO,71
40,pressures,AO,71
41,pressures,AO,64.3
42,pressures,AO,64.3
301,pressures,AO,50.7
302,pressures,AO,38.8
303,pressures,AO,52.3
304,pressures,AO,69.9
305,pressures,AO,63.1
306,pressures,AO,66.7
307,pressures,AO,58.6
308,pressures,AO,52.8
309,pressures,AO,47.5
501,pressures,AO,25
502,pressures,AO,27
503,pressures,AO,7.8
504,pressures,AO,20
505,pressures,AO,24.6
506,pressures,AO,69.4
507,pressures,AO,68.7
508,pressures,AO,85.7
509,pressures,AO,66.7
510,pressures,AO,36
511,pressures,AO,37.1
512,pressures,AO,58.1
513,pressures,AO,55.9
514,pressures,AO,31.9
515,pressures,AO,35.3
516,pressures,AO,71
517,pressures,AO,64.3
0,resilience,AO,75.5
1,resilience,AO,83.3
2,resilience,AO,69.9
3,resilience,AO,68.7
4,resilience,AO,67.4
5,resilience,AO,80.8
6,resilience,AO,69
7,resilience,AO,80.1
8,resilience,AO,79.7
9,resilience,AO,79.9
10,resilience,AO,78.9
11,resilience,AO,80.9
12,resilience,AO,68.8
13,resilience,AO,76.5
14,resilience,AO,68.6
15,resilience,AO,67
16,resilience,AO,70.2
17,resilience,AO,62.3
18,resilience,AO,70.1
19,resilience,AO,34.7
20,resilience,AO,81.9
21,resilience,AO,69.3
22,resilience,AO,53.7
23,resilience,AO,75.3
24,resilience,AO,73.9
25,resilience,AO,76.6
26,resilience,AO,76.3
27,resilience,AO,71.2
28,resilience,AO,74.7
29,resilience,AO,81.2
30,resilience,AO,78.2
31,resilience,AO,73.6
32,resilience,AO,80.6
33,resilience,AO,48.2
34,resilience,AO,73.9
35,resilience,AO,80.9
36,resilience,AO,82.6
37,resilience,AO,83.8
38,resilience,AO,83.9
39,resilience,AO,82.3
40,resilience,AO,83.9
41,resilience,AO,84.1
42,resilience,AO,84.6
301,resilience,AO,80.1
302,resilience,AO,69.5
303,resilience,AO,76.4
304,resilience,AO,65.6
305,resilience,AO,49.2
306,resilience,AO,75.3
307,resilience,AO,73.2
308,resilience,AO,74.5
309,resilience,AO,82.7
501,resilience,AO,73.7
502,resilience,AO,68.7
503,resilience,AO,75
504,resilience,AO,79.8
505,resilience,AO,79.2
506,resilience,AO,74.9
507,resilience,AO,65.8
508,resilience,AO,57.1
509,resilience,AO,73.4
510,resilience,AO,76.3
511,resilience,AO,73.2
512,resilience,AO,78.2
513,resilience,AO,66
514,resilience,AO,82.3
515,resilience,AO,83.8
516,resilience,AO,83.3
517,resilience,AO,84.4
0,score,AO,92.7
1,score,AO,NA
2,score,AO,100
3,score,AO,67.3
4,score,AO,NA
5,score,AO,NA
6,score,AO,66.3
7,score,AO,NA
8,score,AO,NA
9,score,AO,69.1
10,score,AO,NA
11,score,AO,NA
12,score,AO,69.4
13,score,AO,NA
14,score,AO,100
15,score,AO,NA
16,score,AO,NA
17,score,AO,NA
18,score,AO,NA
19,score,AO,NA
20,score,AO,NA
21,score,AO,NA
22,score,AO,NA
23,score,AO,100
24,score,AO,98.2
25,score,AO,NA
26,score,AO,78.4
27,score,AO,95.1
28,score,AO,55.6
29,score,AO,98.8
30,score,AO,100
31,score,AO,NA
32,score,AO,96.7
33,score,AO,NA
34,score,AO,NA
35,score,AO,91.7
36,score,AO,94.2
37,score,AO,100
38,score,AO,96.7
39,score,AO,80.1
40,score,AO,100
41,score,AO,100
42,score,AO,100
301,score,AO,93.9
302,score,AO,83.3
303,score,AO,NA
304,score,AO,NA
305,score,AO,NA
306,score,AO,100
307,score,AO,97.4
308,score,AO,55.6
309,score,AO,97.5
501,score,AO,100
502,score,AO,67.3
503,score,AO,66.3
504,score,AO,NA
505,score,AO,69.1
506,score,AO,69.4
507,score,AO,100
508,score,AO,NA
509,score,AO,98.6
510,score,AO,78.4
511,score,AO,72.6
512,score,AO,99.2
513,score,AO,96.7
514,score,AO,93.7
515,score,AO,98.4
516,score,AO,92.1
517,score,AO,100
0,status,AO,91
1,status,AO,NA
2,status,AO,100
3,status,AO,63.3
4,status,AO,NA
5,status,AO,NA
6,status,AO,63.3
7,status,AO,NA
8,status,AO,NA
9,status,AO,63.3
10,status,AO,NA
11,status,AO,NA
12,status,AO,63.3
13,status,AO,NA
14,status,AO,100
15,status,AO,NA
16,status,AO,NA
17,status,AO,NA
18,status,AO,NA
19,status,AO,NA
20,status,AO,NA
21,status,AO,NA
22,status,AO,NA
23,status,AO,100
24,status,AO,100
25,status,AO,NA
26,status,AO,73.3
27,status,AO,93.3
28,status,AO,51.7
29,status,AO,100
30,status,AO,100
31,status,AO,NA
32,status,AO,93.3
33,status,AO,NA
34,status,AO,NA
35,status,AO,83.3
36,status,AO,88.3
37,status,AO,100
38,status,AO,93.3
39,status,AO,78.3
40,status,AO,100
41,status,AO,100
42,status,AO,100
301,status,AO,92.6
302,status,AO,80.8
303,status,AO,NA
304,status,AO,NA
305,status,AO,NA
306,status,AO,100
307,status,AO,98.2
308,status,AO,51.7
309,status,AO,95
501,status,AO,100
502,status,AO,63.3
503,status,AO,63.3
504,status,AO,NA
505,status,AO,63.3
506,status,AO,63.3
507,status,AO,100
508,status,AO,NA
509,status,AO,100
510,status,AO,73.3
511,status,AO,69.6
512,status,AO,100
513,status,AO,93.3
514,status,AO,87.5
515,status,AO,96.9
516,status,AO,91.5
517,status,AO,100
0,trend,AO,0.026
1,trend,AO,NA
2,trend,AO,0.07
3,trend,AO,-0.02
4,trend,AO,NA
5,trend,AO,NA
6,trend,AO,-0.16
7,trend,AO,NA
8,trend,AO,NA
9,trend,AO,NA
10,trend,AO,NA
11,trend,AO,NA
12,trend,AO,0.29
13,trend,AO,NA
14,trend,AO,0.12
15,trend,AO,NA
16,trend,AO,NA
17,trend,AO,NA
18,trend,AO,NA
19,trend,AO,NA
20,trend,AO,NA
21,trend,AO,NA
22,trend,AO,NA
23,trend,AO,0
24,trend,AO,-0.09
25,trend,AO,NA
26,trend,AO,0.01
27,trend,AO,-0.11
28,trend,AO,0.04
29,trend,AO,-0.15
30,trend,AO,NA
31,trend,AO,NA
32,trend,AO,0.05
33,trend,AO,NA
34,trend,AO,NA
35,trend,AO,0.08
36,trend,AO,0.07
37,trend,AO,NA
38,trend,AO,NA
39,trend,AO,0.01
40,trend,AO,0.13
41,trend,AO,0.01
42,trend,AO,0.22
301,trend,AO,-0.002
302,trend,AO,0.08
303,trend,AO,NA
304,trend,AO,NA
305,trend,AO,NA
306,trend,AO,0
307,trend,AO,-0.095
308,trend,AO,0.04
309,trend,AO,0.125
501,trend,AO,0.07
502,trend,AO,-0.02
503,trend,AO,-0.16
504,trend,AO,NA
505,trend,AO,NA
506,trend,AO,0.29
507,trend,AO,0.12
508,trend,AO,NA
509,trend,AO,-0.07
510,trend,AO,0.01
511,trend,AO,-0.025
512,trend,AO,-0.15
513,trend,AO,0.05
514,trend,AO,0.072
515,trend,AO,NA
516,trend,AO,0.083
517,trend,AO,0.108
0,future,BD,73.2
1,future,BD,97.5
2,future,BD,37.4
3,future,BD,30.4
4,future,BD,31.1
5,future,BD,87
6,future,BD,33.9
7,future,BD,86.9
8,future,BD,90.2
9,future,BD,85.6
10,future,BD,86.1
11,future,BD,79.4
12,future,BD,29.7
13,future,BD,68.8
14,future,BD,24.4
15,future,BD,22
16,future,BD,40.1
17,future,BD,38.9
18,future,BD,69.7
19,future,BD,30.5
20,future,BD,82.8
21,future,BD,68.5
22,future,BD,71.4
23,future,BD,86.1
24,future,BD,89
25,future,BD,84.8
26,future,BD,59.8
27,future,BD,82.3
28,future,BD,82.2
29,future,BD,80.3
30,future,BD,64.4
31,future,BD,72.4
32,future,BD,76.1
33,future,BD,60.8
34,future,BD,74.6
35,future,BD,85.3
36,future,BD,90.9
37,future,BD,98.8
38,future,BD,96.9
39,future,BD,86
40,future,BD,91.1
41,future,BD,95.1
42,future,BD,95.1
301,future,BD,77.8
302,future,BD,34.7
303,future,BD,70.5
304,future,BD,52.7
305,future,BD,62.4
306,future,BD,86.1
307,future,BD,87.2
308,future,BD,77.6
309,future,BD,88.8
501,future,BD,54.7
502,future,BD,30.4
503,future,BD,60.8
504,future,BD,89
505,future,BD,85.9
506,future,BD,57.5
507,future,BD,30.9
508,future,BD,55.3
509,future,BD,81.4
510,future,BD,59.8
511,future,BD,82.3
512,future,BD,74
513,future,BD,69.7
514,future,BD,89.9
515,future,BD,97.9
516,future,BD,89.1
517,future,BD,95.1
0,pressures,BD,44.2
1,pressures,BD,24.1
2,pressures,BD,24.1
3,pressures,BD,39.2
4,pressures,BD,25.6
5,pressures,BD,16.8
6,pressures,BD,16.8
7,pressures,BD,22.7
8,pressures,BD,22.7
9,pressures,BD,24.6
10,pressures,BD,24.6
11,pressures,BD,51.2
12,pressures,BD,51.2
13,pressures,BD,51.2
14,pressures,BD,55
15,pressures,BD,55
16,pressures,BD,55
17,pressures,BD,55
18,pressures,BD,65.3
19,pressures,BD,65.3
20,pressures,BD,55.7
21,pressures,BD,55.7
22,pressures,BD,55.7
23,pressures,BD,55.7
24,pressures,BD,55.7
25,pressures,BD,55.7
26,pressures,BD,43.1
27,pressures,BD,32.5
28,pressures,BD,32.5
29,pressures,BD,52.3
30,pressures,BD,52.3
31,pressures,BD,52.3
32,pressures,BD,48.4
33,pressures,BD,48.4
34,pressures,BD,48.4
35,pressures,BD,26.6
36,pressures,BD,26.6
37,pressures,BD,28.6
38,pressures,BD,28.6
39,pressures,BD,50.5
40,pressures,BD,50.5
41,pressures,BD,47.8
42,pressures,BD,47.8
301,pressures,BD,43.9
302,pressures,BD,36.6
303,pressures,BD,41.8
304,pressures,BD,56.4
305,pressures,BD,53
306,pressures,BD,55.7
307,pressures,BD,49.4
308,pressures,BD,46.1
309,pressures,BD,38.4
501,pressures,BD,24.1
502,pressures,BD,39.1
503,pressures,BD,16.8
504,pressures,BD,22.7
505,pressures,BD,24.6
506,pressures,BD,51.2
507,pressures,BD,54.9
508,pressures,BD,65.3
509,pressures,BD,55.7
510,pressures,BD,43.1
511,pressures,BD,32.5
512,pressures,BD,52.3
513,pressures,BD,48.4
514,pressures,BD,26.6
515,pressures,BD,28.6
516,pressures,BD,50.5
517,pressures,BD,47.8
0,resilience,BD,75.5
1,resilience,BD,83.3
2,resilience,BD,69.9
3,resilience,BD,68.7
4,resilience,BD,67.4
5,resilience,BD,80.8
6,resilience,BD,69
7,resilience,BD,80.1
8,resilience,BD,79.7
9,resilience,BD,79.9
10,resilience,BD,78.9
11,resilience,BD,80.9
12,resilience,BD,68.8
13,resilience,BD,76.5
14,resilience,BD,68.6
15,resilience,BD,67
16,resilience,BD,70.2
17,resilience,BD,62.3
18,resilience,BD,70.1
19,resilience,BD,34.7
20,resilience,BD,81.9
21,resilience,BD,69.3
22,resilience,BD,53.7
23,resilience,BD,75.3
24,resilience,BD,73.9
25,resilience,BD,76.6
26,resilience,BD,76.3
27,resilience,BD,71.2
28,resilience,BD,74.7
29,resilience,BD,81.2
30,resilience,BD,78.2
31,resilience,BD,73.6
32,resilience,BD,80.6
33,resilience,BD,48.2
34,resilience,BD,73.9
35,resilience,BD,80.9
36,resilience,BD,82.6
37,resilience,BD,83.8
38,resilience,BD,83.9
39,resilience,BD,82.3
40,resilience,BD,83.9
41,resilience,BD,84.1
42,resilience,BD,84.6
301,resilience,BD,80.1
302,resilience,BD,69.5
303,resilience,BD,76.4
304,resilience,BD,65.6
305,resilience,BD,49.2
306,resilience,BD,75.3
307,resilience,BD,73.2
308,resilience,BD,74.5
309,resilience,BD,82.7
501,resilience,BD,73.7
502,resilience,BD,68.7
503,resilience,BD,75
504,resilience,BD,79.8
505,resilience,BD,79.2
506,resilience,BD,74.9
507,resilience,BD,65.8
508,resilience,BD,57.1
509,resilience,BD,73.4
510,resilience,BD,76.3
511,resilience,BD,73.2
512,resilience,BD,78.2
513,resilience,BD,66
514,resilience,BD,82.3
515,resilience,BD,83.8
516,resilience,BD,83.3
517,resilience,BD,84.4
0,score,BD,69.9
1,score,BD,90.1
2,score,BD,35.1
3,score,BD,29.2
4,score,BD,29.3
5,score,BD,79.8
6,score,BD,31.6
7,score,BD,80.3
8,score,BD,83.4
9,score,BD,79.3
10,score,BD,79.8
11,score,BD,76.3
12,score,BD,29
13,score,BD,66.4
14,score,BD,24.1
15,score,BD,21.7
16,score,BD,39.3
17,score,BD,38.7
18,score,BD,69.6
19,score,BD,32.3
20,score,BD,80
21,score,BD,67.4
22,score,BD,71.7
23,score,BD,84
24,score,BD,87
25,score,BD,82.5
26,score,BD,57.2
27,score,BD,78.1
28,score,BD,77.5
29,score,BD,77.3
30,score,BD,62.3
31,score,BD,70.4
32,score,BD,72.9
33,score,BD,60.9
34,score,BD,72.1
35,score,BD,79.2
36,score,BD,84.3
37,score,BD,91.7
38,score,BD,89.9
39,score,BD,82.4
40,score,BD,87.1
41,score,BD,90.5
42,score,BD,90.5
301,score,BD,73.8
302,score,BD,33
303,score,BD,66.9
304,score,BD,52.1
305,score,BD,62.8
306,score,BD,84
307,score,BD,84.6
308,score,BD,74.7
309,score,BD,83.5
501,score,BD,50.9
502,score,BD,29.2
503,score,BD,56
504,score,BD,82.2
505,score,BD,79.7
506,score,BD,55.5
507,score,BD,30.6
508,score,BD,55.9
509,score,BD,79.6
510,score,BD,57.2
511,score,BD,77.8
512,score,BD,71.5
513,score,BD,68
514,score,BD,83.4
515,score,BD,90.8
516,score,BD,85.3
517,score,BD,90.5
0,status,BD,66.6
1,status,BD,82.6
2,status,BD,32.8
3,status,BD,28
4,status,BD,27.6
5,status,BD,72.6
6,status,BD,29.2
7,status,BD,73.7
8,status,BD,76.5
9,status,BD,73
10,status,BD,73.5
11,status,BD,73.2
12,status,BD,28.4
13,status,BD,64
14,status,BD,23.7
15,status,BD,21.4
16,status,BD,38.5
17,status,BD,38.5
18,status,BD,69.5
19,status,BD,34.1
20,status,BD,77.2
21,status,BD,66.4
22,status,BD,72.1
23,status,BD,81.9
24,status,BD,85.1
25,status,BD,80.2
26,status,BD,54.6
27,status,BD,73.9
28,status,BD,72.9
29,status,BD,74.3
30,status,BD,60.1
31,status,BD,68.4
32,status,BD,69.7
33,status,BD,61
34,status,BD,69.6
35,status,BD,73.2
36,status,BD,77.6
37,status,BD,84.6
38,status,BD,82.9
39,status,BD,78.8
40,status,BD,83.1
41,status,BD,86
42,status,BD,85.8
301,status,BD,69.9
302,status,BD,31.3
303,status,BD,63.3
304,status,BD,51.6
305,status,BD,63.1
306,status,BD,81.9
307,status,BD,82
308,status,BD,71.8
309,status,BD,78.2
501,status,BD,47.1
502,status,BD,28
503,status,BD,51.2
504,status,BD,75.4
505,status,BD,73.4
506,status,BD,53.6
507,status,BD,30.3
508,status,BD,56.4
509,status,BD,77.8
510,status,BD,54.6
511,status,BD,73.3
512,status,BD,69
513,status,BD,66.3
514,status,BD,76.8
515,status,BD,83.8
516,status,BD,81.4
517,status,BD,85.9
0,trend,BD,-0.018
1,trend,BD,-0.021
2,trend,BD,-0.015
3,trend,BD,-0.015
4,trend,BD,-0.013
5,trend,BD,-0.021
6,trend,BD,-0.015
7,trend,BD,-0.015
8,trend,BD,-0.013
9,trend,BD,-0.015
10,trend,BD,-0.013
11,trend,BD,-0.021
12,trend,BD,-0.015
13,trend,BD,-0.013
14,trend,BD,-0.021
15,trend,BD,-0.015
16,trend,BD,-0.013
17,trend,BD,-0.018
18,trend,BD,-0.018
19,trend,BD,-0.005
20,trend,BD,-0.021
21,trend,BD,-0.018
22,trend,BD,-0.005
23,trend,BD,-0.02
24,trend,BD,-0.02
25,trend,BD,-0.018
26,trend,BD,-0.021
27,trend,BD,-0.02
28,trend,BD,-0.018
29,trend,BD,-0.021
30,trend,BD,-0.02
31,trend,BD,-0.018
32,trend,BD,-0.02
33,trend,BD,-0.005
34,trend,BD,-0.018
35,trend,BD,-0.021
36,trend,BD,-0.02
37,trend,BD,-0.021
38,trend,BD,-0.02
39,trend,BD,-0.021
40,trend,BD,-0.02
41,trend,BD,-0.021
42,trend,BD,-0.02
301,trend,BD,-0.021
302,trend,BD,-0.015
303,trend,BD,-0.013
304,trend,BD,-0.018
305,trend,BD,-0.005
306,trend,BD,-0.02
307,trend,BD,-0.02
308,trend,BD,-0.018
309,trend,BD,-0.02
501,trend,BD,-0.017
502,trend,BD,-0.015
503,trend,BD,-0.018
504,trend,BD,-0.014
505,trend,BD,-0.014
506,trend,BD,-0.016
507,trend,BD,-0.018
508,trend,BD,-0.013
509,trend,BD,-0.018
510,trend,BD,-0.021
511,trend,BD,-0.019
512,trend,BD,-0.02
513,trend,BD,-0.014
514,trend,BD,-0.02
515,trend,BD,-0.021
516,trend,BD,-0.02
517,trend,BD,-0.021
0,future,CON,44.8
1,future,CON,87.6
2,future,CON,74.8
3,future,CON,13.4
4,future,CON,7.8
5,future,CON,7.6
6,future,CON,12.9
7,future,CON,3.8
8,future,CON,4.3
9,future,CON,9.7
10,future,CON,74.3
11,future,CON,51.7
12,future,CON,51.3
13,future,CON,51.3
14,future,CON,38.9
15,future,CON,12
16,future,CON,41.4
17,future,CON,16.9
18,future,CON,9.4
19,future,CON,2.4
20,future,CON,49
21,future,CON,22
22,future,CON,5.7
23,future,CON,34.5
24,future,CON,7
25,future,CON,7
26,future,CON,66.5
27,future,CON,9.6
28,future,CON,61.1
29,future,CON,56.2
30,future,CON,37.3
31,future,CON,28.6
32,future,CON,71.4
33,future,CON,8.2
34,future,CON,61
35,future,CON,64.5
36,future,CON,NA
37,future,CON,66.2
38,future,CON,71.9
39,future,CON,40.5
40,future,CON,47.1
41,future,CON,63.8
42,future,CON,42.9
301,future,CON,59.2
302,future,CON,41.8
303,future,CON,48.3
304,future,CON,17.8
305,future,CON,6.6
306,future,CON,34.5
307,future,CON,7.7
308,future,CON,42.2
309,future,CON,58.5
501,future,CON,78.5
502,future,CON,13.4
503,future,CON,10.2
504,future,CON,4.1
505,future,CON,58
506,future,CON,51.4
507,future,CON,25.5
508,future,CON,6.8
509,future,CON,23.6
510,future,CON,66.5
511,future,CON,38.9
512,future,CON,43.3
513,future,CON,43.7
514,future,CON,64.5
515,future,CON,68.9
516,future,CON,44.5
517,future,CON,54.1
0,pressures,CON,37.8
1,pressures,CON,11.9
2,pressures,CON,8.2
3,pressures,CON,23
4,pressures,CON,21
5,pressures,CON,6.7
6,pressures,CON,15.2
7,pressures,CON,17.4
8,pressures,CON,15
9,pressures,CON,19
10,pressures,CON,13.9
11,pressures,CON,86.7
12,pressures,CON,77.1
13,pressures,CON,67.7
14,pressures,CON,62.1
15,pressures,CON,63.2
16,pressures,CON,61.1
17,pressures,CON,63.5
18,pressures,CON,43.5
19,pressures,CON,70.2
20,pressures,CON,60.8
21,pressures,CON,64.8
22,pressures,CON,100
23,pressures,CON,100
24,pressures,CON,60.8
25,pressures,CON,63.2
26,pressures,CON,21.6
27,pressures,CON,12.2
28,pressures,CON,7.3
29,pressures,CON,60.3
30,pressures,CON,61.9
31,pressures,CON,78.4
32,pressures,CON,23.4
33,pressures,CON,35.8
34,pressures,CON,35.6
35,pressures,CON,5.7
36,pressures,CON,6.8
37,pressures,CON,10.4
38,pressures,CON,10.4
39,pressures,CON,13.6
40,pressures,CON,10.1
41,pressures,CON,10.9
42,pressures,CON,11.4
301,pressures,CON,33.5
302,pressures,CON,31.5
303,pressures,CON,47.1
304,pressures,CON,61.7
305,pressures,CON,65.5
306,pressures,CON,100
307,pressures,CON,47.6
308,pressures,CON,45.6
309,pressures,CON,17.9
501,pressures,CON,9.3
502,pressures,CON,23
503,pressures,CON,10.9
504,pressures,CON,15.9
505,pressures,CON,15.2
506,pressures,CON,75.7
507,pressures,CON,62.8
508,pressures,CON,53.3
509,pressures,CON,69.7
510,pressures,CON,21.6
511,pressures,CON,9.4
512,pressures,CON,66.1
513,pressures,CON,31.7
514,pressures,CON,6.6
515,pressures,CON,10.4
516,pressures,CON,11.5
517,pressures,CON,11.2
0,resilience,CON,75.5
1,resilience,CON,83.3
2,resilience,CON,69.9
3,resilience,CON,68.7
4,resilience,CON,67.4
5,resilience,CON,80.8
6,resilience,CON,69
7,resilience,CON,80.1
8,resilience,CON,79.7
9,resilience,CON,79.9
10,resilience,CON,78.9
11,resilience,CON,80.9
12,resilience,CON,68.8
13,resilience,CON,76.5
14,resilience,CON,68.6
15,resilience,CON,67
16,resilience,CON,70.2
17,resilience,CON,62.3
18,resilience,CON,70.1
19,resilience,CON,34.7
20,resilience,CON,81.9
21,resilience,CON,69.3
22,resilience,CON,53.7
23,resilience,CON,75.3
24,resilience,CON,73.9
25,resilience,CON,76.6
26,resilience,CON,76.3
27,resilience,CON,71.2
28,resilience,CON,74.7
29,resilience,CON,81.2
30,resilience,CON,78.2
31,resilience,CON,73.6
32,resilience,CON,80.6
33,resilience,CON,48.2
34,resilience,CON,73.9
35,resilience,CON,80.9
36,resilience,CON,82.6
37,resilience,CON,83.8
38,resilience,CON,83.9
39,resilience,CON,82.3
40,resilience,CON,83.9
41,resilience,CON,84.1
42,resilience,CON,84.6
301,resilience,CON,80.1
302,resilience,CON,69.5
303,resilience,CON,76.4
304,resilience,CON,65.6
305,resilience,CON,49.2
306,resilience,CON,75.3
307,resilience,CON,73.2
308,resilience,CON,74.5
309,resilience,CON,82.7
501,resilience,CON,73.7
502,resilience,CON,68.7
503,resilience,CON,75
504,resilience,CON,79.8
505,resilience,CON,79.2
506,resilience,CON,74.9
507,resilience,CON,65.8
508,resilience,CON,57.1
509,resilience,CON,73.4
510,resilience,CON,76.3
511,resilience,CON,73.2
512,resilience,CON,78.2
513,resilience,CON,66
514,resilience,CON,82.3
515,resilience,CON,83.8
516,resilience,CON,83.3
517,resilience,CON,84.4
0,score,CON,41.9
1,score,CON,74.5
2,score,CON,64.2
3,score,CON,15.7
4,score,CON,9.1
5,score,CON,10.4
6,score,CON,19.2
7,score,CON,5.5
8,score,CON,6.1
9,score,CON,7.4
10,score,CON,56.8
11,score,CON,51.1
12,score,CON,50.9
13,score,CON,49.7
14,score,CON,43.7
15,score,CON,13.5
16,score,CON,46.2
17,score,CON,19.3
18,score,CON,9.1
19,score,CON,2.5
20,score,CON,47.3
21,score,CON,21.8
22,score,CON,6.1
23,score,CON,35.9
24,score,CON,6.8
25,score,CON,6.8
26,score,CON,61
27,score,CON,8.8
28,score,CON,55.6
29,score,CON,53.9
30,score,CON,36
31,score,CON,28.5
32,score,CON,66.2
33,score,CON,8.1
34,score,CON,58
35,score,CON,58.2
36,score,CON,NA
37,score,CON,59.4
38,score,CON,64.5
39,score,CON,37.3
40,score,CON,43.1
41,score,CON,57.7
42,score,CON,38.8
301,score,CON,55.2
302,score,CON,38.6
303,score,CON,44.6
304,score,CON,19
305,score,CON,6.8
306,score,CON,35.9
307,score,CON,7.3
308,score,CON,39.9
309,score,CON,53.3
501,score,CON,67.2
502,score,CON,15.6
503,score,CON,14.7
504,score,CON,5.9
505,score,CON,44.4
506,score,CON,50.5
507,score,CON,28.7
508,score,CON,6.7
509,score,CON,23.2
510,score,CON,61
511,score,CON,35.4
512,score,CON,41.9
513,score,CON,41.1
514,score,CON,58.2
515,score,CON,61.8
516,score,CON,40.8
517,score,CON,48.9
0,status,CON,38.9
1,status,CON,61.4
2,status,CON,53.6
3,status,CON,18
4,status,CON,10.4
5,status,CON,13.2
6,status,CON,25.4
7,status,CON,7.1
8,status,CON,7.9
9,status,CON,5.2
10,status,CON,39.4
11,status,CON,50.6
12,status,CON,50.6
13,status,CON,48
14,status,CON,48.5
15,status,CON,15.1
16,status,CON,51.1
17,status,CON,21.8
18,status,CON,8.7
19,status,CON,2.7
20,status,CON,45.6
21,status,CON,21.6
22,status,CON,6.6
23,status,CON,37.4
24,status,CON,6.6
25,status,CON,6.6
26,status,CON,55.5
27,status,CON,8
28,status,CON,50
29,status,CON,51.6
30,status,CON,34.7
31,status,CON,28.5
32,status,CON,61
33,status,CON,8
34,status,CON,55
35,status,CON,51.9
36,status,CON,NA
37,status,CON,52.7
38,status,CON,57.2
39,status,CON,34
40,status,CON,39
41,status,CON,51.6
42,status,CON,34.7
301,status,CON,51.2
302,status,CON,35.3
303,status,CON,41
304,status,CON,20.2
305,status,CON,6.9
306,status,CON,37.4
307,status,CON,7
308,status,CON,37.5
309,status,CON,48.1
501,status,CON,55.8
502,status,CON,17.9
503,status,CON,19.3
504,status,CON,7.6
505,status,CON,30.8
506,status,CON,49.5
507,status,CON,32
508,status,CON,6.5
509,status,CON,22.8
510,status,CON,55.5
511,status,CON,31.9
512,status,CON,40.5
513,status,CON,38.5
514,status,CON,51.9
515,status,CON,54.8
516,status,CON,37
517,status,CON,43.7
0,trend,CON,-0.026
1,trend,CON,0.288
2,trend,CON,0.288
3,trend,CON,-0.605
4,trend,CON,-0.605
5,trend,CON,-1
6,trend,CON,-1
7,trend,CON,-1
8,trend,CON,-1
9,trend,CON,1
10,trend,CON,1
11,trend,CON,0.062
12,trend,CON,0.062
13,trend,CON,0.062
14,trend,CON,-0.327
15,trend,CON,-0.327
16,trend,CON,-0.327
17,trend,CON,-0.327
18,trend,CON,NA
19,trend,CON,NA
20,trend,CON,0.007
21,trend,CON,0.007
22,trend,CON,0.007
23,trend,CON,0.007
24,trend,CON,0.007
25,trend,CON,0.007
26,trend,CON,0.026
27,trend,CON,NA
28,trend,CON,NA
29,trend,CON,0.029
30,trend,CON,0.029
31,trend,CON,0.029
32,trend,CON,-0.027
33,trend,CON,-0.027
